,Sentences,Labels
5609,vi må bryde dette mønster,1
642,vel forstår vi  at vi ikke kan have en ubekymret tro på fremtiden  men vi skal ikke male alting sort i sort,0
5029,for vi har valgt at sætte os uden for vigtige dele af samarbejdet,1
3934,i disse hytter boede to  tre millioner,1
4643,og selvom vi i danmark har fået flere arbejdspladser  end da krisen begyndte  så er det alligevel en kendskærning  at vi lige før jul kunne notere 300 000 arbejdsløse,1
2680,at danskheden har rum til at blomstre syd for grænsen  ser jeg som et udtryk for venskab  respekt og godt naboskab mellem danskere og tyskere  ligesom jeg glæder mig over de mange foreninger og institutioner  der er med til at knytte stærke bånd hen over grænsen,0
1031,fordi jeg er dansk  vil de fleste vel sige,0
1980,han har  som jeg  været betaget af grønland og af den grønlandske natur siden sit første møde for nu mange år siden,0
4443,2012 var på mange måder et svært år for dansk økonomi,1
3370,og så går det ud over børnene  de ældre og de syge,1
4856,hele landsbysamfund er forsvundet,1
6194,til med vil det skabe mere kvalitet for den enkelte,1
5852,men vi kan  og vi skal selv smøge ærmerne op og gøre alt  hvad der er muligt for at mildne situationen,1
5523,men for at bankerne fortsat kan låne ud,1
134,krisen ansporer til mådehold efter mange glade år med stigende forbrug  og det at have og kunne beholde et arbejde er ikke længere så selvfølgeligt,0
3223,krigen får antisemitismen til igen at brede sig,0
5900,og ikke mindst  at både eu og nato er stærkere nu end før,1
596,vi giver os tid til at nyde hinandens selskab,0
560,jeg er overbevist om  at færøerne også fremover vil evne at udvise den sejhed og den opfindsomhed  som skal til for at navigere under de givne betingelser,0
6066,det de skal之後ere på i blomsterne vil vi have det frem for solgt at intressante eller etchebee politik dem har  og det er jo bare det  vi skal finde ud af i هذه kort,1
2108,i vestafrika  hvor ebola epidemien har krævet så mange ofre  har danske læger og sygeplejersker ydet en uforfærdet indsats  så at de berørte lande nu kan håndtere den frygtelige sygdom,0
6281,at vi kan tale sammen,1
3470,alle  der har med politik  fagforeninger  erhvervsorganisationerne eller ikke mindst det offentlige at gøre  må i de kommende år anstrenge sig til det yderste,1
5323,stigende smitte,1
4789,og det er en glæde over at leve i et land  hvor vi tager os af hinanden,1
1046,det er i tilbageblikket  at fortiden virker så trygt overskuelig  mens fremtiden er fuld af  hvis  og  hvordan mon,0
944,lad os prøve at lære noget af dette kaotiske århundrede  som vi har mishandlet så grumt,0
2768,jeg vil også benytte denne aften til at sende min hilsen til de mange  både myndigheder  organisationer og privatpersoner  der yder en stor og væsentlig indsats for at tage sig af de mennesker  der kommer hertil  og som løfter de opgaver  som det medfører,0
4811,hun skrev    jeg kunne virkelig godt tænke mig at høre lidt om  hvordan unge ikke skal frygte fremtiden    mit svar til victoria og alle andre unge er  luk ørerne  når nogen siger  at  alting var bedre i gamle dage    det var det ikke,1
49,i aften sender jeg mine dybfølte tanker til alle dem  der er blevet ramt,0
1390,jeg ønsker et godt nytår for alle i forsvaret og for enhver  ude såvel som hjemme  for hvem pligt og frivillighed går hånd i hånd  for alle  der i aften må være langt fra hjemmet  og for dem  der nytårsaften er på deres post for  at vi andre kan sove eller feste trygt og roligt,0
1392,jeg kan ikke slutte uden at sige tak  en tak for alt  hvad prinsen og jeg og hele min familie dagligt modtager af venlighed og forståelse og for den medleven i vores tilværelse  som så mange giver udtryk for i glade som i triste stunder,0
5747,det er at tage det helt eller halvt op på forhånd,1
2213,i år skulle vi have fejret 100 året for genforeningen med sønderjylland,0
5666,kongehusets historie tæller mere end tusind år,1
3371,danmark bliver tit fremhævet som et modsvar til den splittelse  man ser andre steder,1
2350,men vi har vort landskab  som vi holder af,0
2248,det bliver som at skulle åbne og læse to forskellige breve på én gang  svare på tre telefoner  samtidig med at naboen står og fortæller om sine fortrædeligheder og beder om at få hunden passet i ferien,0
2996,blev det så et år  der bare skulle overstås  eller blev det et år med sit helt eget ansigt,0
5445,de gør danmark ære,1
4001,at et stort fælles marked gør danmark rigere og skaber flere arbejdspladser,1
3362,og jeg tænker på de danske sygeplejersker  læger og beredskabsfolk  der er taget til port loko i sierra leone,1
4548,det er hvad danmark allermest trænger til for øjeblikket,1
5321,når arbejdslivet slutter  og livets skjorte bliver for kort,1
823,måtte det give en frisk start til alle  for hvem det forgangne år har været tungt,0
4206,men ansvarlighed handler ikke kun om bundlinjen,1
4693,hvor generationer hjælper hinanden,1
1086,udgangen blev hård  vinteren satte tidligt ind  en storm fejede over landet  væltede træer  satte marker under vand  kostede dyrt  kostede menneskeliv,0
5053,lægedækning,1
6001,én af dem kårede danmark til at have verdens bedste erhvervsklima,1
3064,på trods af alle de tiltag  som vort samfund stiller op for at hjælpe og støtte  kan det blive så svært at finde rede i det hele  at nogle giver op,0
4309,vi har også sagt  vi vil ikke have arbejdsløshed igen  men vi har fået det,1
1558,for nok kommunikerer vi  finder nye bekendtskaber  holder forbindelsen ved lige med venner langt eller taler med familien uden at skulle ud af huset,0
2220,jeg sender mine varmeste nytårsønsker og hilsener til alle i grønland og til alle på færøerne,0
4509,men alt dette er naturligvis bare en uendelig lille detalje af 30 erne  og det er livet i byen,1
3421,den internationale konjunktur er jo skuffende lav og det kan vi ikke ændre på alene,1
119,vi skal skrive 1988 og tage fat på en frisk,0
74,de ukrainske flygtninge kender den samme angst,0
5171,personalet på ambassaderne og hos myndighederne herhjemme har arbejdet i døgndrift,1
2811,vi går op i dagens problemer  både for os selv og for hele verden  men lad os alligevel for en stund vende blikket bagud,0
3262,derfor skal der lyde en særlig hilsen med ønsket om et godt nytår for alle danmarks nye små  for deres forældre og bedsteforældre   ja  for alle familier ud over hele landet,0
4244,vores børn skal arve et land med fremgang  tryghed og muligheder for alle,1
5702,vores udsendte er fantastiske mennesker,1
3704,nu skal vi i gang med at tage de næste store skridt,1
3911,den næsten fredelige revolution i øst  og centraleuropa i 1989 blev i år efterfuldt,1
542,måtte de sammen med os alle få et godt nytår,0
3101,men er det nu så ilde en gang imellem at sige sin mening uden at lægge fingrene imellem,0
3706,der er sikkert nogen  der synes  det er for meget af det gode,1
3494,kontanthjælp,1
3752,på trods af det bråde folketing  mener jeg  vi er begyndt ganske godt,1
3319,det bør da være omvendt,1
3577,du skal bruge det  du kan,1
5859,du skal opleve  hvordan vi gør tingene her i landet,1
3555,de er i reglen engagerede og dygtige,1
4663,trække falske skillelinjer,1
1344,det har været med til at gøre denne dejlige sommer uforglemmelig og fylder mig stadig med en stor taknemmelighed  nu da jeg er helt rask,0
2963,det fællesskab  som gør os til danske,0
4694,jeg ønsker et fællesskab  hvor alle yder det  de kan,1
4515,miljøet  vi har arvet  det er et godt miljø,1
1322,store vindmølleparker rejser sig på havet  og vender naturens mægtige kræfter til gavn for os alle,0
5070,kan vi være fælles om den her vision,1
5649,til alle jer  det skal i have stor tak for,1
6202,vi vil blandt andet fjerne modregningen i pensionen  hvis din partner er i beskæftigelse,1
6434,få det lidt  som om man prøver at følge med  men at det er så svært at gennemskue,1
1813,vi har netop fejret julen  den dejlige fest  med juletræ  tændte lys og forventningsfulde børn,0
6203,hvorfor skulle man så spare op,1
6087,det er den holdning  der skal til for at klare udfordringer og modstand,1
1339,de trænger ikke blot til hjælp  de trænger til fornyet livsmod,0
3999,i mangelsamfundet var det en naturlig ting,1
2339,men alligevel betyder det ikke  at vi mennesker sidder med hænderne i skødet,0
4633,i hvert fald ikke helt  som vi burde og kunne,1
639,vi behøver ikke at være ængstelige for de nye  vi møder  når vi har vore rødder i behold,0
4490,hvor man ikke tager ansvar  ikke deltager  ikke bruger de muligheder  vi har i danmark   men stiller sig uden for,1
978,jeg ønsker dem et godt nytår,0
6544,vi kommer til at bruge hovedet mere og hænderne mindre,1
3476,derfor vil jeg sige  at den krise  eller måske skulle jeg kalde den den nye tingenes tilstand  nok vil være af længere varighed,1
2578,har nationalitet overhovedet betydning i det moderne industrialiserede verdenssamfund sikke et spørgsmål at stille vi er jo danskere  men vi er også forskellige,0
3680,usikkerheden har været stor,1
5583,ikke mindst takket være vaccinerne,1
1074,men i aften skal vi først og fremmest samle os om at takke alle fra danmark  som personlig har taget del i hjælpearbejdet,0
6480,hvor fortalere får vold i den politiske kamp,1
6215,hvordan starter man en nytårstale i en så urolig verden,1
2656,nu er det nytårsaften,0
3712,frø er ugræs  er føget overhegnet,1
742,så vil jeg da på årets sidste aften til hver og én udover det ganske land sende min varme nytårshilsen med en tak for det år  der er gået  og med ønsket om  at 2007 må blive et godt år for vort land og for hver enkelt af os,0
3746,alle er jo enige om  at det skal vi,1
6387,hvis ikke vi gør dette  så slår vi bunden ud af vores valutakasse,1
1938,de  der er syge  og de  for hvem spørgsmålet om at få eller beholde et arbejde overskygger alle andre problemer  til dem går også en særlig hilsen med ønsket om  at det ny år må bringe dem den gode lykke tilbage,0
4382,hans død betød det historiske for os  at danmark for første gang i knap 600 år igen fik en kvindelig regent  margrethe den 2  vi lever i en tid præget af teknik og organisation,1
2198,men lad os standse op et øjeblik for at tænke på det kommende år i lyset af det svundne,0
100,måtte det nye år blive et godt år også for det danske forsvar,0
4820,danmark har stadig udsendte i afghanistan,1
4370,i hele dette område  som jo er afgørende betydning for hele verdens olieforsyning og for vores økonomi,1
1056,det er en væsentlig udfordring for os alle i dag  og det gælder om  at vi alle er opmærksomme på  hvordan vi lever  og hvad vi gør,0
2650,sådan kan vi bedst hjælpe med at bringe nyt håb til alle modløse  og sådan tror jeg  at 1995 vil kunne bringe nye glæder til os alle,0
225,vi føler  at der mangler et eller andet  at vi er ved at miste noget vigtigt,0
1894,ved nytårstid ser vi tilbage på året  der gik  men også forgangne år dukker op i erindringen,0
4240,det laveste antal siden 2008  flere  der skal være her midlertidigt,1
2782,især tænker jeg på dem  som er uden arbejde  og på de unge  der ikke kan komme i gang med et aktivt arbejdsliv,0
1789,skraber vi de klamme  visne blade til side en dag i den sene vinter  står nye spirer altid parat,0
5332,vil der være hjemmehjælp,1
988,jeg vil ønske  at 2015 må blive et år  hvor mange unge får lyst til   og held med    at tage fat  også på de svære opgaver,0
4218,og her skal vi lære af vores erfaringer fra sidste gang  så få stod uden arbejde,1
1058,det arbejde  der udføres af ordenens håndhævere  er ofte forbundet med store vanskeligheder  og de udsættes endda for alvorlige knubs og ringe forståelse,0
5731,lige nu er der en kultur i uddannelserne   ja  i hele samfundet   som begrænser,1
3728,vi investerer milliarder i børnehaver  veje og arbejdspladser over hele landet,1
1636,vi kan ikke i en moderne verden isolere os og lade andre om at løse de problemer  der ikke umiddelbart berører os selv,0
3848,nu falder det tal,1
2933,vi skal lægge mærke til  at de fleste af os er raskere og mere rørige end vore forældre eller bedsteforældre var det,0
2217,også de har været påvirket af corona krisen,0
77,allerede nu mærkes det overalt i landet,0
1468,vi må altid begynde med os selv  med vore nærmeste og med dem  vi møder på vor vej,0
2565,hvor skal man være i år,0
5673,vores fællesskab bygger på værdier  som vi har kæmpet for gennem generationer  ansvar for det fælles,1
5884,det gør regeringen,1
3420,derfor tror jeg  at den rigtige rækkefølge er at se den nye traktat først   og derefter tage stilling til  hvad vi vil med undtagelserne,1
2689,mine tanker og min medfølelse går til de efterladte og de sårede,0
5265,men vi bør hver især forebygge livsstilssygdomme  bl a  ved sund kost og motion,1
4043,her vil vi kende vort kamp og vort kald,1
4212,det var en oplevelse at se de fyldte hus og interessen omkring landbruget  altså omkring fagets egne problemer,1
6486,dyrker sport,1
3399,og samtidig føle skyld over ikke at være hjemme,1
2014,de fleste mennesker havde en mere barsk hverdag for to tre generationer siden,0
5225,men en selvstændig dansk forsyningssikkerhed er blevet et afgørende krav  ikke mindst på baggrund af den usikre verden  vi lever i  derfor må udforskning og udnyttelse ske i et hurtigere tempo,1
470,efter at coronaen har sluppet sit greb om samfundet  har kronprinsparret på ny haft nok at gøre med et fuldt program,0
6112,de uforsånlige,1
2703,vi mærker alle den varme opbakning  der møder os rundt omkring  ved særlige begivenheder såvel som i det daglige,0
1629,mange vil naturligt være bekymrede for deres arbejde  og om det bliver sværere at få familiens økonomi til at hænge sammen,0
95,i aften vil jeg først og fremmest sige tak,0
4728,så bliver nutiden bedre end fortiden,1
1374,til gengæld blev de få dage i oktober en dejlig oplevelse  som jeg af hjertet takker for,0
6070,for at øve indflydelse,1
4335,og skal vi kun samarbejde med lande  der er demokratiske og demokratiske i vor forstand,1
1924,for dem ønsker jeg  at det ny år må bringe lindring og håb,0
687,om lidt vil døren gå op  vi kan åbne bogen  brevet  begynde at læse,0
4679,fred mellem alle og menneskerettigheder for alle er vist vort største nytårsønske,1
5261,men det er centraliseringen ikke,1
3414,lad os nu tage fat på at ekspandere,1
282,her har vi ikke noget valg,0
6220,interessen for historie  for vores fortid er voksende  ikke mindst blandt de unge,1
931,jeg sender også mine hilsner og tanker til de danske i sydslesvig,0
2979,vort moderne samfund er kompliceret og sårbart på mange måder,0
6107,og der er år  hvor man er mere betænkelig  hvor man har en frygt i sig for  at året kan blive nok så vanskeligt,1
3651,i ældreplejen,1
6453,det bliver en meget omfattende sanering,1
2018,over hele kloden finder man danskere  der har bosat sig eller opholder sig for kortere eller længere tid,0
33,i det forløbne år har grønland oplevet både politisk søgang og økonomiske udfordringer,0
244,for de tror bestemt ikke på  at de stegte duer kommer flyvende ind i munden på dem,0
6140,jeg er glad for  at regeringens politik virker,1
2465,der er jo altid en  organisation  eller  nogle specialister   der er meget bedre til at tage sig af det dér,0
3018,den venlige modtagelse  vi fik  viste  hvor nær de nordiske lande står hinanden  og bekræftede  at den nordiske kultur er et stærkt og særpræget islæt i det brogede verdensbillede,0
3833,på mindre end to år er ledigheden faldet med omkring 35 000  vi har nu den laveste reelle ledighed siden 1979   i et par år var der bekymring for stigende ledighed,1
1987,det gælder også de unge  der står over for en særlig udfordring i krisetider,0
6028,når nogle siger  at om 100 år er alting glemt  så passer det ikke,1
1485,danmark møblerer om i sine stuer,0
4507,nostalgi kalder vi det,1
2619,så kan vi måske alle blive klogere på hinanden   og på livet,0
1071,gang på gang oplever min familie og jeg beviser på deres trofasthed mod alt dansk  hvad enten de er ude for en kortere tid  eller de har valgt at slå sig ned for bestandig,0
3464,men vi kan hvis vi vil,1
4184,og mange patienter venter på at få behandling,1
2993,til forsvaret  beredskabet og politiet sender jeg min tak for deres indsats i det forløbne år og for deres årvågenhed også i aften,0
4613,et ansvar for at tilpasse sig de regler og traditioner  som gælder på danske arbejdspladser,1
6293,men i år nok mere end sædvanligt,1
6060,den glæde  de ikke helt unge har oplevet før og som de unge har følt savnet af,1
310,vi kan ikke holde dem i hånden hele tiden,0
50,så er det ikke alene en økonomisk krise vi befinder os i  så er det vore holdninger  der er ved at komme i skred,0
4286,et langt træk  hvor vi har viljen til at udfordre os selv og modet til at tænke nyt,1
5655,fra januar giver skattereformen helt almindelige lønmodtagere flere penge på kontoen,1
1132,hverdag og fest  privat og offentligt  alt sammen bygger det på værdier og idealer  som vi gennem generationer har været fælles om,0
891,sammenligner vi os med andre egne af verden  også med lande  som slet ikke ligger langt herfra  må vi dog sige  at vi er privilegerede,0
6173,men også andre steder,1
672,på dem har vi opbygget vort samfund  både bevidst og ubevidst,0
536,alle vore ønsker skulle gerne opfyldes   men det må ikke koste noget,0
375,jeg ønsker et godt nyt år 2014 for alle hver især,0
3928,i forrige århundrede var danmark et nederlagsramt  fattigt og gældsat land,1
984,dem må vi alle ønske et godt  ja  et fornyende nytår  hvad enten det er sygdom eller personlige sorger  der har ramt dem  eller de står uden arbejde måske gennem lange tider,0
6391,bøgerne tykke,1
5644,og naturligvis skal der blive plads til et væsentligt lavere skattetryk  når renteudgifterne nærmer sig nulpunktet,1
5463,han passede på andre,1
5570,men vi er ikke nervøse for forandring,1
317,det samme gælder for klimaspørgsmålet,0
4124,allerede mere end 100 af de oprindelige 500 slaver var døde,1
3958,de fede år ligger bag os,1
6303,flere af jer har problemer,1
3038,for alle  både de  der er hjemme og de  der er ude netop nu  ønsker jeg et godt nytår,0
2835,der kræves meget for at kunne følge med,0
3279,også i år går mine tanker til færøerne og jeg mindes de mange gode møder med det færøske folk  som min familie og jeg har haft i årernes løb,0
5221,vi har et stærkt udgangspunkt for at skabe et danmark med endnu bedre muligheder for alle,1
5785,vi i vesteuropa har gennem årtier solidt bygget bro over tidligere tiders fjendskab og modsætninger,1
5036,for det fjerde,1
4195,i et traditionsbundet dansk samfund,1
2971,historien har alt for mange eksempler på  at utryghed og frygt har givet næring til fordomme og har sået splid mellem mennesker,0
1205,jeg tror  det bliver de unges generation  som for alvor vil gøre op med den råhed og mangel på ansvarsfølelse  som alt for ofte præger vor tid,0
1917,rædsler  rådløshed,0
1757,det gør hverdagen lettere for os alle sammen,0
5636,når menneskene kan bevæge sig frit hen over de murer  der nu er brudt ned  så bliver vores verdensdel som genfødt,1
3159,lad os i aften mindes dem og tænke på deres pårørende  deres venner og kammerater  som nu sidder tilbage med savnet,0
5525,faren er  hvis vi frygter fremtiden,1
3020,i vinterens mørkeste dage kæntrer året  det vælter ikke som et isfjeld  dramatisk og frygtindgydende  men et skifte sker umærkeligt i nattens timer  og vågner op til et nyt tal  et nyt år  1986  hvad skal vi så i det nye år,0
4741,vi har et fælles ansvar for  at de syge får den bedst mulige behandling,1
1539,vi behøver ikke for enhver pris gøre som alle de andre  men vi skal heller ikke have så travlt med at være enestående  at det går ud over vores samvær og samfølelse med de andre,0
4305,meget mere,1
4580,jeg måtte fortælle ham  at jeg nok bestemte  men jeg bestemte altid sammen med andre,1
5937,vi taler ofte om demokrati og samarbejde imellem nationerne,1
4074,der er stadig grund til  også under den nye tingenes tilstand  at forandre  at nyskabe  ja at reformere,1
1289,de har haft et travlt år  og deres mange opgaver har måttet løses på utraditionel vis,0
4057,ja  hvis jeg skal sige det lidt højstemt,1
4930,men sådan behøver det ikke at være,1
661,nytårsaften  hvor vi traditionelt fester og morer os  er næsten en hån mod dem  der er tynget af sorg eller sygdom  eller som må se hen til et nyt år uden arbejde og med frygt for  hvor meget længere denne tilstand skal vare,0
4858,og om lystsygd  hvis vi har god vilje nok  så det lykkes,1
4409,for hvis vi mister evnen til at tale sammen på kryds og tværs i samfundet  så mister vi noget meget dansk,1
3048,også i badminton og tennis har danmark i år opnået enestående resultater på den internationale sportsscene,0
3496,kan vi ikke gøre det lidt mindre stresset i den næste store etape af samfundets udvikling,1
5446,der er dem  der viger tilbage fra konsekvenserne af at gå ind,1
5891,ikke af hensyn til bankerne,1
4732,vi svigter ikke,1
6438,sådan er det ikke dag   desværre,1
403,medens det endnu kort før jul var en udbredt forventning  at den blodige krig i vietnam endelig nærmede sig afslutningen  har vi i den seneste tid været vidne til en ny tragisk vending ved en genopblusning af krigshandlingerne,0
1538,men de unge har det slet ikke så let i dag  trods al tale om ungdomskultur og alle gode tilbud om sport  mode  musik og underholdning,0
4226,ja endda  hvor gamle vi hver især kan forvente at blive,1
773,grufuld er også den krig  der er fulgt efter,0
5542,det afgørende er  at vi får noget ordentligt for skattekronerne,1
4452,vi skal sætte et nyt mål om at afvikle ghettoerne helt,1
3169,ikke altid samme sted  det har vekslet og veksler stadig fra tid til tid og fra den ene kulturkreds til den anden,0
3640,hvor vi erkender  at en sag har flere sider,1
4590,det er et opgør med skel mellem mennesker,1
2348,nok skal vi være vågne  men vi skal ikke ligge søvnløse,0
3677,hvis underskuddet i statens finanser  altså det vi bruger for meget  skulle dækkes ind gennem nye indtægter  så måtte vi forhøje statens skatteudskrivning med 50,1
926,nye gode oplevelser med familien og med dem  vi arbejder sammen med,0
5867,om et par år vil det være arbejdsgiverne  der står i kø for at sikre sig unge medarbejdere  og det er godt,1
5487,til nye mål og visioner hører også  at vi påtager os et personligt ansvar,1
5566,derfor er det også vigtigt  at det netop før jul lykkedes at opnå et stort flertal i folketinget for den nye arbejdsmiljølovgivning,1
815,en tak og et ønske om godt nytår til færøerne og grønland  der deler megen sol og vind med danmark  men som også har deres eget vejr,0
3738,vi vil arbejde hårdt for at sikre sunde og rene fødevarer,1
2946,livet går op og ned,0
4425,eller vil jeg hellere have,1
1717,mange danske må fejre jul og nytår uden for landet og fjernt fra den hjemlige kreds,0
3716,et europa  som bedre kan tale med én stemme og dermed større vægt på den internationale scene,1
3498,alle jer kommende mødre og fædre,1
5078,og vi er et af de lande  der har hjulpet mest,1
4434,de er ikke rare at være naboer til,1
5165,det er let at se  hvilket risiko der er,1
1655,troen på  at hvert enkelt menneske betyder noget  og at hver enkelts indsats gør en forskel,0
1698,som hendes nærmeste følte vi os omsluttet af samme varme og omsorg  for det var  som om hele danmark ville vise os  at de var vores familie,0
723,nye restriktioner var nødvendige  men heldigvis ikke så vidtgående  som vi har set andre steder i europa med udgangsforbud,0
3867,mangel på mad  medicin og vand,1
4815,danmark vendte ikke ryggen til europa den 2  juni,1
3445,jeg ved godt  at nogen synes  det er for stramt,1
2483,så ser vi  at ikke blot vi selv forandrer os  vort samfund forbliver heller ikke uforanderligt det samme,0
1868,vi er sundere og raskere end tidligere generationer,0
3516,og vist er der da klare lyspunkter,1
25,og det er så sandt  som der er sagt,0
4483,jeg kan bruge et billede fra naturen,1
208,den 9  april er det 80 år siden  at danmark blev besat,0
6323,selvom der de sidste fem år er sket meget på disse områder,1
3249,vi kan sagtens være os selv bekendt,0
2352,nu er det næsten som om rollerne er byttet om  nu er det de unge  der er forargede på forældregenerationen og stiller krav til dem,0
5915,vi har ikke brug for panikløsninger  som bæres frem af fordomme og frygt,1
304,vi møder daglig så megen åbenhed og venlighed  at det gør vor tilværelse rigere og bekræfter for os  at vi har en opgave med vort liv,0
3100,der er oplevelser  som er helt vore egne  andre vi kan dele med mange  men nogle er fælles for os alle  de begivenheder  der angår vort land og vort samfund,0
2576,nej   ikke to årsskifter er ens  men denne gang er det  som om det er noget ganske særligt,0
3188,gid år 2005 må blive et år med solstrejf selv på de mørkeste dage  og hvor glæden må tændes gang på gang  hvor sår må læges  og hvor vi kan række hinanden hånden  så at revner og sprækker ikke bliver til afgrunde,0
2974,vort samfund er ikke andet end dig og mig og os alle sammen,0
4620,du har ved din adfærd brudt smittekæden  så sygdommen ikke ramte hende,1
4792,og ultimativt  vil vi stå op for den frihed og den verdensorden  som har skabt rammerne for vores gode og trygge liv,1
5329,det  som passede til vilkårene i går  er ikke nødvendigvis i taktene for  at vi ikke kan forholde os til de forhold  som de er i morgen,1
3662,man kan blive ved,1
6521,for nylig placerede en amerikansk forsker endnu en gang danmark helt i top i verden  når det gælder fremskridt  social udvikling og livsvilkår,1
6136,kendsgerningen er  at alt for mange er havnet på kontanthjælp,1
3548,det håber de fleste af os,1
5467,jeg tænker på betalingsbalancen  hvor underskuddet er alt for stort,1
4750,regeringen har fra første færd gjort alt  hvad der står i vores magt  for at hjælpe de lokale samfund  der er så hårdt ramt af ulykken,1
2866,han var en mand af sin tid og et romantisk gemyt  men samtidig et mærkeligt moderne menneske  der forstod og lod sig begejstre over sin tids videnskab og opdagelser,0
2036,for ikke mange uger siden ramte terroren igen i paris med mange døde og sårede til følge,0
2190,i det forløbne år har der været talt meget om  kunstig intelligens,0
4547,folkestyret kan ikke fungere  hvis vi hver for sig blot forskanser os bag vores egne bastioner,1
2754,så vender vi på ny et blad,0
1878,de er altid parat og de er med til  at vi kan holde livsglæden oppe,0
4524,vi vil hellere samle os end lade os splitte,1
4259,pludselig skulle alle købe gær,1
1100,vi ønsker et godt nytår for det grønlandske samfund og for alle i grønland,0
2462,vore søfolk og fiskerne og alle  for hvem havet er det daglige livs vilkår  må i år være i vore tanker  dem vil jeg sende en særlig hilsen,0
4194,det kan vi glæde os over,1
1484,nu er selve århundredet blevet gammelt  og tidens hastige løb rammer os alle  gamle som unge,0
2295,tak til enhver  der gør en indsats for vort land  stor eller lille  kendt eller ubemærket  og en tak for den venlighed og tillid  vi har mødt overalt  og for de mange varmende hilsener  vi har modtaget,0
674,det skal være mit ønske for året 2011   gud bevare danmark,0
5160,jeg læste om slavernes skibe på vej til slavernes øer,1
5399,det skal vi ikke sætte over styr,1
269,måske var vi bedre til at forstå det  dengang der var mindre at deles om  nu er det så nemt at synes  at problemerne kan nogle andre tage sig af  blot vi selv kommer videre,0
732,dem skylder vi stor tak  både for  hvad de gjorde den dag  og fordi vi véd  at vi kan regne med dem alle årets dage,0
438,den enkeltes vilje  den enkeltes mulighed for at vælge  og dermed den enkeltes ansvar  det ansvar som ingen kan unddrage sig   end ikke ved at løbe fra det,0
2380,sætte sin egen lille virksomhed i gang eller komme ind på en større arbejdsplads med mange andre dygtige medarbejdere,0
5546,det er nu   det er nu   vi skal udvise samme handlekraft mod klimaforandringer,1
3944,nu er det første år gået,1
4794,det er den måde  mener jeg  man måler et samfundsrigdom på,1
6200,og så kom jeg vist alligevel tilbage til min hip hip hurratale,1
4247,menneske  fryd dig   os er en evig frelser fød    ingemanns budskab om fred har sjældent været mere påtrængende,1
2571,jeg bringer min og min families særlige nytårshilsen til alle  ikke mindst til dem  der forretter tjeneste under fn s flag og til alle om bord i korvetten  olfert fischer,0
2846,det er  som om selve tiden løber hurtigere med de forbløffende muligheder for kommunikation og samfærdsel  vi kender i dag,0
2043,jeg overlader tronen til min søn kronprins frederik,0
2208,det viste med al tydelighed den helt særlige ånd  som hersker i grænselandet,0
3430,alene siden 1976  er råoljepriserne steget til mere end det tredobbelte,1
2420,er det mon en historisk pointe  at drachmanns ord fra vores elskede midsommervise skal passe så smukt også i denne situation,0
6407,men glæden over de positive resultater må naturligvis ikke føre til  at vi bliver naive og blårede,1
1857,for vel har vi altid vidst  at verden er stor  men det er  når den træder indenfor hos os selv  at vi må indse  hvor mangfoldig den er  og hvor anderledes skikke og livsformer kan være,0
1965,tak for det gamle år,0
5255,alle skal acceptere de værdier  det danske samfund bygger på,1
1870,for de fleste vil det være glæderne  som står klarest,0
4461,det kunne vi læse om i datidens aviser,1
4670,men vi skal have flere i arbejde,1
3990,de nye flygtninge skal arbejde  uanset hvor lang tid de skal være i danmark,1
4707,vi tror  det er nødvendigt for freden,1
1851,den dag har lagt et lys og en glæde ind over hele året  som har varmet og rørt mig mere end jeg kan sige,0
1517,et godt nytår ønsker jeg de mange andre danske  som opholder sig under fremmede himmelstrøg eller på havet  og som i aften ønsker sig tilbage til dem derhjemme,0
4478,det er ikke mange år siden  det var sådan,1
5426,skibet sejlede forresten under dansk flag,1
5874,også i usa  hvor præsident franklin roosevelt med sin konstruktive og demokratiske måde at gribe den økonomiske krise an på  virkelig slog igennem,1
92,mange køber økologisk,0
1023,dybt rodfæstede i deres hjemstavn er begge samfund et smukt eksempel på trofasthed og loyalitet  og jeg sender mine varmeste nytårshilsener med tak for den modtagelse  vi fik,0
53,også det land og den befolkning  som modtager de tilrejste  vil få helt nye oplevelser at forholde sig til,0
1697,med et  på gensyn  ønsker jeg et godt nytår for grønland og det grønlandske folk,0
122,den usikre situation i verden mærkes også i nordatlanten og arktis,0
4983,i debatten om regeringens reformudspil har erhvervslivet ønsket  at det skal være lettere at få arbejdskraft udefra,1
769,ikke mindst i forhold til de lande  der geografisk ligger danmark nærmest  og hvis skæbne vi herhjemme har fulgt med særlig medleven  er det en begivenhed  som vi af hjertet glæder os over,0
2736,jeg håber sammen med prinsgemalen til sommer atter at kunne besøge øerne,0
2105,man kan  facetime  med sine børn og børnebørn  selvom de sidder på den anden side af jorden  det er til stor glæde for alle parter,0
3063,vi har evnen til at skabe og til at tænke selv,0
5872,og tænk  hvor har de nye frie lande meget de skal gøre   tænk på alt det  de nye demokratier nu skal bygge op  alt det de skal igennem,1
6081,men politik må ikke kun handle om næste folketingsvalg,1
559,men uanset  hvilket billede vi vælger  er der altid tale om et forløb  som det er nødvendigt for os mennesker at holde orden på,0
5009,vi ved alle  at problemet er særligt alvorligt for de unge,1
5765,vi ser udskærningerne i øjnene  den internationale ustabilitet og vores egne indre problemer  og så møder dem med et trodsalt,1
